,Bootstrap_nr,Current_position,Salary,Actual_hrs,Effort,Policy_influence,Performance_pressure,Teaching_percent,Research_percent,Academic_Resources,Perceived_Autonomy,Leadership_quality,Sense_of_community,Contract_duration_2.0,Contract_duration_3.0,Contract_duration_4.0,Leadership_position_2.0,Leadership_position_3.0,Job_satisfaction,DoF,DoF Baseline,chi2,chi2 p-value,chi2 Baseline,CFI,GFI,AGFI,NFI,TLI,RMSEA,AIC,BIC,LogLik
0,0,Current_position_4.0,0.048150973080419025,0.010599544215394678,-0.0008112125027389749,-0.014511964027088362,0.038100512878142694,0.0007164527359658648,-0.002379617900244138,0.024423864068396382,0.02241525520798872,0.008988054549034381,0.005031963329269002,-0.055582852471060894,-0.005244279803402144,0.010458497713444977,0.034524745002678714,0.007548454382148472,-0.005001107936798652,716.0,803.0,41483.58686759155,0.0,61977.57990973105,0.3335861573917136,0.330667849115576,0.24933838385447982,0.330667849115576,0.25261129104126545,0.26464014064604785,106.07472514105271,595.0786032053169,50.962637429473645
1,0,Current_position_5.0,0.15056741738441465,0.01827698845121036,0.0016837522249095727,-0.02370367818150985,0.04092790867627059,0.003681793393492058,-0.020694447504692574,0.03688511713044232,0.01745017107985356,0.002033737731304554,0.0030445269150865305,-0.1144783770864538,-0.006562380028528502,2.315466193939423e-06,0.06668557044265853,0.019609152921023658,0.28508283024696024,716.0,803.0,41483.58686759155,0.0,61977.57990973105,0.3335861573917136,0.330667849115576,0.24933838385447982,0.330667849115576,0.25261129104126545,0.26464014064604785,106.07472514105271,595.0786032053169,50.962637429473645
2,0,Current_position_6.0,0.18614102305209132,0.012775403557720463,0.00348551884770422,-0.03081089720775595,0.048802600252590145,0.00427486945625905,-0.030400053160017104,0.2022918351162131,0.09799808315873686,0.014760906051669936,0.019987364287109028,-0.09150825381552811,-0.00907141133901683,0.023434651640248844,0.08693887078910226,0.01371165922271872,0.5660675057872255,716.0,803.0,41483.58686759155,0.0,61977.57990973105,0.3335861573917136,0.330667849115576,0.24933838385447982,0.330667849115576,0.25261129104126545,0.26464014064604785,106.07472514105271,595.0786032053169,50.962637429473645
3,1,Current_position_4.0,0.0728706341214083,0.012610678865899394,0.03526306509389642,-0.008915812457232492,0.02130854428223849,0.00881638232300409,0.024265087301716358,-0.002817115603553087,0.03220250350177197,-0.007357173290341912,0.006967888601677653,0.011672117940582144,-0.002118243822806912,0.005550711220469299,0.02305727818909791,0.00604377177499077,-0.17950390006221245,716.0,803.0,42351.00360237548,0.0,61733.76699526078,0.31668341536528066,0.3139734433243526,0.23061546786236753,0.3139734433243526,0.2336547242155313,0.26744071171559347,103.94348009244354,592.9473581567078,52.02825995377823
4,1,Current_position_5.0,0.20367513721105746,0.027326517172890873,0.03204420814428423,-0.02002402918487405,0.02905473220242991,0.03615470914493915,0.010235157252057953,0.029053916486776354,0.04862542773038594,-0.01579746192274483,-0.003952691831333686,0.02504452909435446,-0.0025861092108983856,3.5241015764158297e-08,0.07990725981552868,0.00707312678354954,-0.11784946131817688,716.0,803.0,42351.00360237548,0.0,61733.76699526078,0.31668341536528066,0.3139734433243526,0.23061546786236753,0.3139734433243526,0.2336547242155313,0.26744071171559347,103.94348009244354,592.9473581567078,52.02825995377823
5,1,Current_position_6.0,0.26866773156713003,0.02173821923605941,0.03648186928710473,-0.01784188844476402,0.03368390664526504,0.05412112698812202,-0.019847750249641815,0.19634467275873202,0.09139848528943398,-0.007293712240047627,0.004018333016371829,0.022988498134553677,-0.002586105922877512,0.0052580125327803375,0.0874205232317921,0.009032073459368968,-0.1410540422763059,716.0,803.0,42351.00360237548,0.0,61733.76699526078,0.31668341536528066,0.3139734433243526,0.23061546786236753,0.3139734433243526,0.2336547242155313,0.26744071171559347,103.94348009244354,592.9473581567078,52.02825995377823
6,2,Current_position_4.0,0.0732005943289936,-0.00021656556410639218,0.013638500903032376,0.0060513084658163595,0.02834465707628672,-0.008860879255987369,-0.0006747573808833853,0.025447506983711746,0.020977145031702612,0.0017134285501704523,0.0014737161587217015,-0.012706859026679541,0.0016878418986578656,0.0015567630803180797,0.03067390679334511,0.016324961221644556,-0.2241411841064627,716.0,803.0,41650.534849485004,0.0,61912.316288858965,0.3301424834146294,0.3272657631615705,0.2455229159479625,0.32726576316157047,0.24874918181836234,0.2651814530152823,105.66453353934888,594.6684116036131,51.16773323032556
7,2,Current_position_5.0,0.19345842738457225,-0.0005711837394344804,0.017574407797825632,0.01363763973357595,0.03567904834559319,-0.02297847426050405,8.311138315695674e-05,0.06829373290839391,0.05786157895011707,0.02028732398747938,0.0006459359724010646,-0.025040496544973107,0.0022177590182183853,5.197706632821493e-08,0.1215869417087041,0.03497071602564629,-0.015236973818466905,716.0,803.0,41650.534849485004,0.0,61912.316288858965,0.3301424834146294,0.3272657631615705,0.2455229159479625,0.32726576316157047,0.24874918181836234,0.2651814530152823,105.66453353934888,594.6684116036131,51.16773323032556
8,2,Current_position_6.0,0.23314519004250273,-0.00022774483152931488,0.019578636764342707,0.014179542989776708,0.03796627633728501,-0.03020405949665217,0.0015307062372899413,0.1504312799664031,0.10922220878580413,0.025914699017366892,-0.0004666996908267973,-0.020959763881464134,0.0026585824138472256,0.004151786996590981,0.0785325190963591,0.019129620985219333,0.19093567185888322,716.0,803.0,41650.534849485004,0.0,61912.316288858965,0.3301424834146294,0.3272657631615705,0.2455229159479625,0.32726576316157047,0.24874918181836234,0.2651814530152823,105.66453353934888,594.6684116036131,51.16773323032556
9,3,Current_position_4.0,0.10774382149071957,0.017609081544971823,0.03798110018740427,0.002257568258843125,0.016432053539225482,-6.053479677139701e-05,0.03275895663908402,0.08006632299073424,0.04527162917532646,0.013101826377974793,0.007381129658264976,-0.03376021460078836,0.02247100614171424,-0.022315385631205838,0.022951837684893023,0.01134756438312044,-0.04940506298474082,716.0,803.0,42879.783441258274,0.0,62959.83766309126,0.3216549453529368,0.3189343392097793,0.23617915416962687,0.3189343392097793,0.23923033675755342,0.2691336510738141,102.64426672909515,591.6481447933594,52.677866635452425
